issue_id,summary,reason,blocking_issue,blocking_evidence,unblock_condition,priority,downstream_impact,critical_path,execution_lane,execution_mode
POST-SUBTASK-092,"[POST-SUBTASK-092] Estimate A&M excess versus FBS, precommitted peers/regimes, and matched contexts plus offensive/defensive/special-teams/collapse component evidence",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-084;POST-SUBTASK-090;POST-SUBTASK-091,POST-SUBTASK-084;POST-SUBTASK-090;POST-SUBTASK-091,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,1,false,SCIENTIFIC,ATOMIC_EXECUTION
POST-SUBTASK-093,"[POST-SUBTASK-093] Validate peer sensitivity, multiple comparisons, component coherence, uncertainty, coverage, and null-result handling",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-084;POST-SUBTASK-090;POST-SUBTASK-091;POST-SUBTASK-092,POST-SUBTASK-084;POST-SUBTASK-090;POST-SUBTASK-091;POST-SUBTASK-092,PLANNED;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,4,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-094,"[POST-SUBTASK-094] Evaluate ≥3/7/14/21 calibration, discrimination, reliability, uncertainty, and national/A&M/peer/regime scorecards on sealed predictions",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-093;POST-SUBTASK-102,POST-SUBTASK-093;POST-SUBTASK-102,PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,2,false,SCIENTIFIC,ATOMIC_EXECUTION
POST-SUBTASK-095,"[POST-SUBTASK-095] Run precommitted temporal, peer, regime, model, cutoff, missingness, data-quality, and specification sensitivity analyses",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-093;POST-SUBTASK-094;POST-SUBTASK-102,POST-SUBTASK-093;POST-SUBTASK-094;POST-SUBTASK-102,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,1,false,SCIENTIFIC,ATOMIC_EXECUTION
POST-SUBTASK-096,[POST-SUBTASK-096] Publish the final BAS scientific decision and prediction-first product language contract,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-093;POST-SUBTASK-094;POST-SUBTASK-095;POST-SUBTASK-102,POST-SUBTASK-093;POST-SUBTASK-094;POST-SUBTASK-095;POST-SUBTASK-102,PLANNED;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,4,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-097,"[POST-SUBTASK-097] Verify protected split, judging-rule, threshold, feature, model, A&M, BAS, peer, and candidate seal hashes",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-078;POST-SUBTASK-084;POST-SUBTASK-090,POST-SUBTASK-078;POST-SUBTASK-084;POST-SUBTASK-090,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,2,true,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-098,"[POST-SUBTASK-098] Establish protected-outcome access isolation, audit logging, one-way evidence, and failure preservation",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-078;POST-SUBTASK-084;POST-SUBTASK-090;POST-SUBTASK-097,POST-SUBTASK-078;POST-SUBTASK-084;POST-SUBTASK-090;POST-SUBTASK-097,PLANNED;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,1,true,SECURITY,ATOMIC_EXECUTION
POST-SUBTASK-099,[POST-SUBTASK-099] Authorize or block the exact sealed protected evaluation run,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-078;POST-SUBTASK-084;POST-SUBTASK-090;POST-SUBTASK-097;POST-SUBTASK-098,POST-SUBTASK-078;POST-SUBTASK-084;POST-SUBTASK-090;POST-SUBTASK-097;POST-SUBTASK-098,PLANNED;PLANNED;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,4,true,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-100,"[POST-SUBTASK-100] Execute the sealed national, A&M-candidate, and BAS-support chronological replay once",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-099,POST-SUBTASK-099,PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,2,true,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-101,"[POST-SUBTASK-101] Compute complete score, margin, win, distribution, calibration, BAS, A&M, OOD, coherence, robustness, market-lane, and segment scorecards",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-099;POST-SUBTASK-100,POST-SUBTASK-099;POST-SUBTASK-100,PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,1,true,SCIENTIFIC,ATOMIC_EXECUTION
POST-SUBTASK-102,"[POST-SUBTASK-102] Validate prediction coverage, scorecard completeness, hashes, ordering, no-early-access, and independent reproducibility",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-099;POST-SUBTASK-100;POST-SUBTASK-101,POST-SUBTASK-099;POST-SUBTASK-100;POST-SUBTASK-101,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,12,true,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-103,"[POST-SUBTASK-103] Evaluate task-specific calibration, intervals, tails, coherence, OOD, missingness, season/regime/source shift, market ablation, and resource robustness",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-087;POST-SUBTASK-096;POST-SUBTASK-102,POST-SUBTASK-087;POST-SUBTASK-096;POST-SUBTASK-102,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,2,true,SCIENTIFIC,ATOMIC_EXECUTION
POST-SUBTASK-104,"[POST-SUBTASK-104] Apply the precommitted multi-task promotion policy, uncertainty, simplicity, operational compatibility, A&M decision, and BAS scientific decision",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-087;POST-SUBTASK-096;POST-SUBTASK-102;POST-SUBTASK-103,POST-SUBTASK-087;POST-SUBTASK-096;POST-SUBTASK-102;POST-SUBTASK-103,PLANNED;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,1,true,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-105,[POST-SUBTASK-105] Publish signed champion/retain-incumbent/no-champion artifacts and the full promotion gate matrix,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-087;POST-SUBTASK-096;POST-SUBTASK-102;POST-SUBTASK-103;POST-SUBTASK-104,POST-SUBTASK-087;POST-SUBTASK-096;POST-SUBTASK-102;POST-SUBTASK-103;POST-SUBTASK-104,PLANNED;PLANNED;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P1,9,true,PROTECTED_GATE,ATOMIC_EXECUTION
TASK-161,[TASK-161] Benchmark CPU/GPU/RAM/runtime on target hardware,,,,,P1,1,false,PROTECTED_GATE,HISTORICAL_REFERENCE
TASK-163,[TASK-163] Pass local production operations gate,,TASK-161,BLOCKED,,P1,1,true,PROTECTED_GATE,HISTORICAL_REFERENCE
POST-SUBTASK-106,"[POST-SUBTASK-106] Wire approved adapters through immutable raw capture, normalization, entities, PIT state, features, approved model, calibration, and prediction",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-024;POST-SUBTASK-105,POST-SUBTASK-024;POST-SUBTASK-105,PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,2,false,SHARED_CONTRACT,ATOMIC_EXECUTION
POST-SUBTASK-107,"[POST-SUBTASK-107] Implement deterministic run identities, checkpoints, retries, resume, quarantine, rerun, and failure propagation",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-024;POST-SUBTASK-105;POST-SUBTASK-106,POST-SUBTASK-024;POST-SUBTASK-105;POST-SUBTASK-106,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,1,false,OPERATIONS,ATOMIC_EXECUTION
POST-SUBTASK-108,"[POST-SUBTASK-108] Validate representative real end-to-end run lineage, resources, blockers, and no-fixture production behavior",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-024;POST-SUBTASK-105;POST-SUBTASK-106;POST-SUBTASK-107,POST-SUBTASK-024;POST-SUBTASK-105;POST-SUBTASK-106;POST-SUBTASK-107,PLANNED;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,4,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-109,[POST-SUBTASK-109] Implement season/week/data-drift/performance retraining triggers and execute reproducible challenger runs against the current champion,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-108,POST-SUBTASK-108,PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,2,false,RESEARCH_LANE,ATOMIC_EXECUTION
POST-SUBTASK-110,[POST-SUBTASK-110] Build immutable forecast snapshots containing coherent scores/probabilities/uncertainty/A&M/BAS outputs plus exact state/run/model identities,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-108;POST-SUBTASK-109,POST-SUBTASK-108;POST-SUBTASK-109,PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,1,false,SHARED_CONTRACT,ATOMIC_EXECUTION
POST-SUBTASK-111,"[POST-SUBTASK-111] Apply promotion/rollback policy, atomically activate approved snapshots, and validate immutability/freshness/consumer compatibility",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-108;POST-SUBTASK-109;POST-SUBTASK-110,POST-SUBTASK-108;POST-SUBTASK-109;POST-SUBTASK-110,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,9,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-112,"[POST-SUBTASK-112] Execute repeated real-source shadow weekly runs with timeliness, freshness, resource, coverage, intervention, and failure ledger",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-111,POST-SUBTASK-111,PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,2,false,OPERATIONS,ATOMIC_EXECUTION
POST-SUBTASK-113,"[POST-SUBTASK-113] Run source outage, schema drift, disk pressure, corrupt artifact, stale forecast, interrupted run, and rollback drills",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-111;POST-SUBTASK-112,POST-SUBTASK-111;POST-SUBTASK-112,PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,1,false,OPERATIONS,ATOMIC_EXECUTION
POST-SUBTASK-114,[POST-SUBTASK-114] Approve or retain-blocked the autonomous weekly operating maturity decision,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-111;POST-SUBTASK-112;POST-SUBTASK-113,POST-SUBTASK-111;POST-SUBTASK-112;POST-SUBTASK-113,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,5,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-115,"[POST-SUBTASK-115] Implement approved active/archive snapshot repository, model/run lookup, and atomic read behavior",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-111,POST-SUBTASK-111,PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,2,false,SOLO_WORKTREE,ATOMIC_EXECUTION
POST-SUBTASK-116,[POST-SUBTASK-116] Implement versioned forecast/game/team/A&M/BAS/health/freshness endpoints and OpenAPI contract,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-111;POST-SUBTASK-115,POST-SUBTASK-111;POST-SUBTASK-115,PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,1,false,SHARED_CONTRACT,ATOMIC_EXECUTION
POST-SUBTASK-117,"[POST-SUBTASK-117] Validate schema, authorization, snapshot consistency, stale/no-champion/null-BAS states, and restricted-data protection",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-111;POST-SUBTASK-115;POST-SUBTASK-116,POST-SUBTASK-111;POST-SUBTASK-115;POST-SUBTASK-116,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,4,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-118,"[POST-SUBTASK-118] Build game/A&M views for score, win probability, margin, distributions, intervals, scenarios, cutoff, freshness, and model identity",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-117,POST-SUBTASK-117,PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,2,false,SOLO_WORKTREE,ATOMIC_EXECUTION
POST-SUBTASK-119,"[POST-SUBTASK-119] Build BAS ≥3/7/14/21, component, witty-copy, scientific caveat, no-effect, and unavailable presentation",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-117;POST-SUBTASK-118,POST-SUBTASK-117;POST-SUBTASK-118,PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,1,false,SOLO_WORKTREE,ATOMIC_EXECUTION
POST-SUBTASK-120,"[POST-SUBTASK-120] Validate prediction-first hierarchy, accessibility, responsive/loading/stale/blocked/no-data states, and snapshot-only values",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-117;POST-SUBTASK-118;POST-SUBTASK-119,POST-SUBTASK-117;POST-SUBTASK-118;POST-SUBTASK-119,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,4,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-121,[POST-SUBTASK-121] Generate model-compatible global/per-game driver explanations and serve prior-only historical analog/peer/regime context,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-009;POST-SUBTASK-120,POST-SUBTASK-009;POST-SUBTASK-120,PARTIAL;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,2,false,SOLO_WORKTREE,ATOMIC_EXECUTION
POST-SUBTASK-122,"[POST-SUBTASK-122] Run explanation faithfulness/stability/privacy tests plus target-host cold/warm load, API, snapshot, dashboard, concurrency, memory, CPU, and disk benchmarks",AUTHORITATIVE_TARGET_WINDOWS_HOST_REQUIRED_FOR_FINAL_PRODUCT_BENCHMARK,POST-SUBTASK-009;POST-SUBTASK-120;POST-SUBTASK-121,PARTIAL;PLANNED;PLANNED,Provide and verify external condition: AUTHORITATIVE_TARGET_WINDOWS_HOST_REQUIRED_FOR_FINAL_PRODUCT_BENCHMARK,P2,1,false,OPERATIONS,ATOMIC_EXECUTION
POST-SUBTASK-123,"[POST-SUBTASK-123] Publish product readiness, freshness/cache transitions, supported envelope, and safe failure decision",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-009;POST-SUBTASK-120;POST-SUBTASK-121;POST-SUBTASK-122,POST-SUBTASK-009;POST-SUBTASK-120;POST-SUBTASK-121;POST-SUBTASK-122,PARTIAL;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,5,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-127,"[POST-SUBTASK-127] Instrument run/stage/source/snapshot/entity/matrix/feature/model/product identifiers, metrics, structured events, health, and redaction",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-024;POST-SUBTASK-126,POST-SUBTASK-024;POST-SUBTASK-126,PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,2,false,OPERATIONS,ATOMIC_EXECUTION
POST-SUBTASK-128,[POST-SUBTASK-128] Implement source/API/terms/schema/entity/feature/data/model/concept/freshness/security/governance drift detectors plus alert severity/dedup/ack/escalation,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-024;POST-SUBTASK-126;POST-SUBTASK-127,POST-SUBTASK-024;POST-SUBTASK-126;POST-SUBTASK-127,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,1,false,OPERATIONS,ATOMIC_EXECUTION
POST-SUBTASK-129,"[POST-SUBTASK-129] Run outage, schema, stale forecast, disk, corrupt artifact, model, security, and governance-conflict game days through incident/rollback/substitution runbooks",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-024;POST-SUBTASK-126;POST-SUBTASK-127;POST-SUBTASK-128,POST-SUBTASK-024;POST-SUBTASK-126;POST-SUBTASK-127;POST-SUBTASK-128,PLANNED;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,4,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-130,"[POST-SUBTASK-130] Finalize authority/retention/frequency/encryption/access/rights/deletion rules for raw, curated, model, forecast, log, evidence, and Jira metadata",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-129,POST-SUBTASK-129,PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,2,false,SHARED_CONTRACT,ATOMIC_EXECUTION
POST-SUBTASK-131,"[POST-SUBTASK-131] Implement content-hashed verified backups, catalog, integrity checking, last-known-good protection, and restricted-destination enforcement",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-129;POST-SUBTASK-130,POST-SUBTASK-129;POST-SUBTASK-130,PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,1,false,OPERATIONS,ATOMIC_EXECUTION
POST-SUBTASK-132,[POST-SUBTASK-132] Execute clean-location restore of representative raw-to-forecast lineage and Jira metadata with measured RPO/RTO/manual steps,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-129;POST-SUBTASK-130;POST-SUBTASK-131,POST-SUBTASK-129;POST-SUBTASK-130;POST-SUBTASK-131,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,5,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-133,"[POST-SUBTASK-133] Regenerate bidirectional source, requirement, acceptance, ADR, gap, risk, test, artifact, issue, and evidence traceability",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-105;POST-SUBTASK-114;POST-SUBTASK-123;POST-SUBTASK-132,POST-SUBTASK-105;POST-SUBTASK-114;POST-SUBTASK-123;POST-SUBTASK-132,PLANNED;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,2,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-134,"[POST-SUBTASK-134] Audit every component maturity and completion claim against actual repository/runtime artifacts, tests, real-data runs, and applicable scope",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-105;POST-SUBTASK-114;POST-SUBTASK-123;POST-SUBTASK-132;POST-SUBTASK-133,POST-SUBTASK-105;POST-SUBTASK-114;POST-SUBTASK-123;POST-SUBTASK-132;POST-SUBTASK-133,PLANNED;PLANNED;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,1,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-135,[POST-SUBTASK-135] Publish final coverage metrics and unresolved release-blocker register,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-105;POST-SUBTASK-114;POST-SUBTASK-123;POST-SUBTASK-132;POST-SUBTASK-133;POST-SUBTASK-134,POST-SUBTASK-105;POST-SUBTASK-114;POST-SUBTASK-123;POST-SUBTASK-132;POST-SUBTASK-133;POST-SUBTASK-134,PLANNED;PLANNED;PLANNED;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,4,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-136,"[POST-SUBTASK-136] Stage the signed release candidate, dependency/runtime, Jira pack, private-research source configuration, and clean external roots",AUTHORITATIVE_TARGET_HOST_AND_PRODUCTION_SOURCE_ACCESS_REQUIRED,POST-SUBTASK-009;POST-SUBTASK-135,PARTIAL;PLANNED,Provide and verify external condition: AUTHORITATIVE_TARGET_HOST_AND_PRODUCTION_SOURCE_ACCESS_REQUIRED,P2,2,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-137,"[POST-SUBTASK-137] Execute quality-valid source acquisition through immutable raw, entities, PIT, features, champion/no-champion handling, predictions, publication, API, and dashboard on representative real weekly data",AUTHORITATIVE_TARGET_HOST_AND_PRODUCTION_SOURCE_ACCESS_REQUIRED,POST-SUBTASK-009;POST-SUBTASK-135;POST-SUBTASK-136,PARTIAL;PLANNED;PLANNED,Provide and verify external condition: AUTHORITATIVE_TARGET_HOST_AND_PRODUCTION_SOURCE_ACCESS_REQUIRED,P2,1,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-138,"[POST-SUBTASK-138] Validate outputs, lineage, protected decisions, rollback, clean re-execution, target performance/resources/freshness, and all release-blocking controls",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-009;POST-SUBTASK-135;POST-SUBTASK-136;POST-SUBTASK-137,POST-SUBTASK-009;POST-SUBTASK-135;POST-SUBTASK-136;POST-SUBTASK-137,PARTIAL;PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,4,false,PROTECTED_GATE,ATOMIC_EXECUTION
POST-SUBTASK-139,"[POST-SUBTASK-139] Finalize verified operator/developer installation, credentials/rights, weekly run, monitoring, backup, restore, incident, rollback, and Jira maintenance guides",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-138,POST-SUBTASK-138,PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,2,false,OPERATIONS,ATOMIC_EXECUTION
POST-SUBTASK-140,"[POST-SUBTASK-140] Finalize production system/data/model/A&M/BAS cards, limitations, protected results, null findings, provenance, reproduction, API/product, and release manifest",UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-138;POST-SUBTASK-139,POST-SUBTASK-138;POST-SUBTASK-139,PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,1,false,SCIENTIFIC,ATOMIC_EXECUTION
POST-SUBTASK-141,[POST-SUBTASK-141] Conduct technical/scientific/security/rights/operations/product review and publish operating authorization or blocked/no-release decision plus post-release baseline,UNSATISFIED_HARD_DEPENDENCIES: POST-SUBTASK-138;POST-SUBTASK-139;POST-SUBTASK-140,POST-SUBTASK-138;POST-SUBTASK-139;POST-SUBTASK-140,PLANNED;PLANNED;PLANNED,Complete and verify all hard dependencies at required maturity/evidence.,P2,10,false,PROTECTED_GATE,ATOMIC_EXECUTION
